rule_idx	rule	rule_regex	rule_len	hits	scope	confidence
1173	ɡ -> k / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL] __ [-begin/end]	ɡ -> k / (ɑ|a|æ|ɔ|o|œ|ə|e|ɛ|ɯ|u|ʊ|i|ɪ) __ (⋉)	202	6.0	6.0	0.9146745292843932
1518	p -> ∅ / [+begin/end] __ [+C/V, -syllabic, -stress, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident] X	p -> ∅ / (⋊) __ (ɫ|ɹ)	197	4.0	4.0	0.8795102700976709
1525	d -> ∅ / [+begin/end] __ [+C/V, -syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -CORONAL, -lateral, +DORSAL, -high] X	d -> ∅ / (⋊) __ (ɹ) (ɑ|a|æ|ɔ|o|œ|ə|e|ɛ)	438	4.0	4.0	0.8795102700976709
1730	z -> s / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -labiodental, -lateral] __ [-begin/end]	z -> s / (ɑ|a|æ|ɔ|o|œ|ə|e|ɛ|ɯ|u|ʊ|i|ɪ|ɹ̩) __ (⋉)	183	4.0	4.0	0.8795102700976709
1640	t -> ∅ / [+begin/end] __ [+C/V, -syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] X	t -> ∅ / (⋊) __ (ɹ) (a|æ|ə|e|ɛ|i|ɪ)	455	4.0	4.0	0.8795102700976709
1662	k -> ∅ / X __ [+C/V, -syllabic, -stress, +consonantal, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL] X	k -> ∅ /  __ (ɫ|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ)	143	4.0	4.0	0.8795102700976709
1723	h -> ∅ / [+begin/end] __ [+C/V, -syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, +LABIAL, +round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, -front, +back, +tense] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back] X	h -> ∅ / (⋊) __ (w) (i|ɪ)	476	3.0	3.0	0.8478608772434439
1647	m -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] X	m -> ∅ / (a|æ|ə|e|ɛ) __ (p|b)	425	3.0	3.0	0.8478608772434439
1739	s -> z / X [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ X	s -> z / (n|ɹ) __ 	170	3.0	3.0	0.8478608772434439
1325	t -> d / X [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ [-begin/end]	t -> d / (n|ɹ) __ (⋉)	181	3.0	3.0	0.8478608772434439
1693	ŋ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -back] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low] X	ŋ -> ∅ / (a|æ|ə|e|ɛ|i|ɪ) __ (k|ɡ)	431	3.0	3.0	0.8478608772434439
1130	b -> ∅ / X __ [+C/V, -syllabic, -stress, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident] X	b -> ∅ /  __ (ɫ|ɹ)	186	8.0	9.0	0.8345617467255069
759	d͡ʒ -> t͡ʃ / X [-stress, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -round, -labiodental, -CORONAL, -lateral] [+C/V, -syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -anterior, +distributed, -strident, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] __ [-begin/end]	d͡ʒ -> t͡ʃ / (ɑ|a|æ|ə|e|ɛ|ɯ|i|ɪ|ɡ|b|j) (ɹ) (ɪ) __ (⋉)	594	2.0	2.0	0.7915953685536075
1331	b -> j / X [+C/V, -syllabic, -stress, +consonantal, -sonorant, -continuant, -delayed release, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, -round, -labiodental, -lateral, -DORSAL] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, +front, -back, +tense] [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, +high, -low, +front, -back, -tense] __ [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -low, -back] X	b -> j / (t|p|d|b) (e) (ɪ) __ (ə|e|ɛ|i|ɪ)	863	2.0	2.0	0.7915953685536075
764	ɫ -> ∅ / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -low, -back, -tense] __ [+C/V, -syllabic, -stress, +consonantal, -sonorant, -approximant, -tap, -trill, -nasal, -spread gl, -constr gl, +LABIAL, -round, -CORONAL, -lateral, -DORSAL] X	ɫ -> ∅ / (ə|ɛ) __ (v|p|f|b)	394	2.0	2.0	0.7915953685536075
1333	t͡ʃ -> d͡ʒ / X [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -strident, -lateral, -DORSAL] __ [-begin/end]	t͡ʃ -> d͡ʒ / (n|ɹ) __ (⋉)	185	2.0	2.0	0.7915953685536075
1666	v -> f / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] __ [-begin/end]	v -> f / (ɑ|a|æ|ə|e|ɛ|ɯ|i|ɪ|ɹ̩) __ (⋉)	200	2.0	2.0	0.7915953685536075
1654	p -> b / X [-C/V, +syllabic, -stress, -consonantal, +sonorant, +continuant, +approximant, -tap, -trill, -nasal, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -CORONAL, -lateral, +DORSAL, -high, -back] [+C/V, -syllabic, -stress, +consonantal, +sonorant, -continuant, -approximant, -tap, -trill, +nasal, +voice, -spread gl, -constr gl, +LABIAL, -round, -labiodental, -CORONAL, -lateral, -DORSAL] __ [-begin/end]	p -> b / (a|æ|ə|e|ɛ) (m) __ (⋉)	426	2.0	2.0	0.7915953685536075
1738	k -> ɡ / X [+C/V, -syllabic, -stress, +sonorant, -tap, -trill, +voice, -spread gl, -constr gl, -LABIAL, -round, -labiodental, -lateral] __ X	k -> ɡ / (ŋ|n|j|ɹ) __ 	140	2.0	2.0	0.7915953685536075
1401	∅ -> ə / X __ [+C/V, -syllabic, -stress, +consonantal, +continuant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed] X	∅ -> ə /  __ (ɫ|z|s)	181	21.0	92.0	0.2256440794267467
1380	∅ -> ə / X __ [+C/V, -syllabic, -stress, +continuant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	∅ -> ə /  __ (z|ʃ|s|θ|ð|ɹ)	161	21.0	119.0	0.1747395699087552
1396	∅ -> ə / X __ [+C/V, -syllabic, -stress, +continuant, -tap, -trill, -nasal, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL] X	∅ -> ə /  __ (ɫ|z|ʃ|s|θ|ð|ɹ)	142	24.0	164.0	0.144990278977112
1345	∅ -> ə / X __ [+C/V, -syllabic, -stress, +consonantal, -approximant, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed, -lateral, -DORSAL] X	∅ -> ə /  __ (n|z|t|s|d)	193	19.0	172.0	0.1096821182426368
1408	∅ -> ə / X __ [+C/V, -syllabic, -stress, +consonantal, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, +anterior, -distributed] X	∅ -> ə /  __ (ɫ|n|z|t|s|d)	160	22.0	217.0	0.1006127013796182
1410	∅ -> ə / X __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL, -lateral, -DORSAL] X	∅ -> ə /  __ (n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|ɹ)	140	22.0	261.0	0.0836963969512906
1339	∅ -> ə / X __ [+C/V, -syllabic, -stress, -tap, -trill, -spread gl, -constr gl, -LABIAL, -round, -labiodental, +CORONAL] X	∅ -> ə /  __ (ɫ|n|z|t|ʃ|s|d|θ|ð|d͡ʒ|t͡ʃ|ɹ)	121	25.0	306.0	0.0810777437403562
